Combo Conversion Expanded — visitors = EnrichedRaw; purchasers = OrdersEnrichedMatched,Min Visitors,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Combo Size,Visitors,Purchasers,Conversion %,GENDER,AGE_RANGE,INCOME_RANGE,NET_WORTH,HOMEOWNER,MARRIED,CHILDREN,SKIPTRACE_CREDIT_RATING,SKIPTRACE_ETHNIC_CODE,DEPARTMENT,SENIORITY_LEVEL,STATE,ECO,FIR1,FIR2,OUT2,RL1500MAX-W,RL2,RL500MID-W,COM2,RL900PRO-B   ,RL900PRO-W,TRA2
170,5,148,8,5.4%,,55-64,,,,Y,Y,B,,,Staff,,3,1,3,0,0,1,0,0,0,0,0
171,5,111,6,5.4%,M,35-44,,,Y,,,C,,,Staff,,1,0,3,0,0,2,0,0,0,0,0
172,3,111,6,5.4%,,,"$100,000 to $149,999","$1,000,000 or more",,N,,,,,,,1,1,1,1,0,2,0,0,0,0,0
173,4,167,9,5.4%,M,,,,,Y,Y,,,,,PA,2,0,4,0,0,2,0,0,0,0,1
174,5,167,9,5.4%,M,,,"$750,000 to $999,999",Y,Y,,,,Executive,,,0,2,4,1,0,1,0,1,0,0,0
175,4,260,14,5.4%,M,35-44,,,,,Y,,,,,CA,3,2,3,3,0,2,0,0,0,1,0
176,5,130,7,5.4%,M,,,"$750,000 to $999,999",Y,N,,C,,,,,2,0,0,1,0,3,0,0,0,1,0
177,2,130,7,5.4%,M,,,,,,,,,,,UT,0,0,1,0,0,2,0,4,0,0,0
178,3,130,7,5.4%,M,,,,,,,U,,,Cxo,,0,0,5,0,0,1,0,1,0,0,0
179,5,186,10,5.4%,M,,,,Y,,Y,C,,,,CA,2,0,1,2,0,4,0,0,0,1,0
180,3,149,8,5.4%,,,"$100,000 to $149,999",,,Y,,U,,,,,2,1,4,0,0,1,0,0,0,0,0
181,3,205,11,5.4%,M,,,"$500,000 to $749,999",,,,,,,Staff,,1,3,5,0,0,1,0,1,0,0,0
182,4,168,9,5.4%,M,,,"$750,000 to $999,999",,Y,,,,Executive,,,0,2,4,1,0,1,0,1,0,0,0
183,4,112,6,5.4%,F,,,,,Y,,U,T3,,,,1,1,1,1,0,1,0,0,0,0,1
184,3,112,6,5.4%,,35-44,"$20,000 to $44,999",,,,,C,,,,,0,2,2,0,0,2,0,0,0,0,0
185,3,169,9,5.3%,M,,,,Y,,,,,,,TN,2,3,1,1,0,2,0,0,0,0,0
186,3,320,17,5.3%,M,35-44,,"$750,000 to $999,999",,,,,,,,,6,3,3,2,0,2,0,0,0,1,0
187,4,113,6,5.3%,,,"$150,000 to $199,999",,Y,,Y,,,,Manager,,2,1,1,0,0,1,0,1,0,0,0
188,4,113,6,5.3%,M,35-44,,"$1,000,000 or more",,,,,,,Cxo,,0,0,3,2,0,1,0,0,0,0,0
189,4,113,6,5.3%,,,,,Y,,,U,,Executive,Cxo,,0,1,3,0,0,1,0,1,0,0,0
190,2,113,6,5.3%,,45-54,,,,,,,,,,WI,1,0,1,0,0,1,1,1,0,0,1
191,3,113,6,5.3%,F,,"$60,000 to $74,999","-$2,499 to $2,499",,,,,,,,,1,0,0,0,0,4,1,0,0,0,0
192,4,132,7,5.3%,M,,,"$750,000 to $999,999",,N,,C,,,,,2,0,0,1,0,3,0,0,0,1,0
193,5,132,7,5.3%,M,,,,Y,,Y,,,Finance,Staff,,1,2,3,0,0,1,0,0,0,0,0
194,4,151,8,5.3%,,,,"$750,000 to $999,999",,,Y,C,,,,CA,2,0,2,1,0,2,0,0,0,1,0
195,5,170,9,5.3%,M,,,,Y,N,Y,,,Sales,,,3,0,2,1,0,0,0,3,0,0,0
196,4,170,9,5.3%,M,35-44,,"$750,000 to $999,999",,N,,,,,,,3,0,1,2,0,2,0,0,0,1,0
197,5,190,10,5.3%,M,35-44,,,Y,N,,C,,,,,2,0,3,1,0,3,0,0,0,1,0
198,3,152,8,5.3%,M,,,,,,Y,,,,,WI,2,0,4,0,0,1,0,1,0,0,0
199,5,152,8,5.3%,M,35-44,,,,N,Y,,,,,CA,2,0,1,2,0,2,0,0,0,1,0
